,ID_ESCOLA,TX_RESP_Q019_F,TX_RESP_Q023_F,TX_RESP_Q013_C,TX_RESP_Q012_C,TX_RESP_Q014_C,IN_LABORATORIO_CIENCIAS,TX_RESP_Q012_B,IN_COMUM_EJA_FUND,IN_EJA,TX_RESP_Q042_B,TX_RESP_Q041_C,IN_COMUM_FUND_AF,TX_RESP_Q042_C,TX_RESP_Q004_F,TX_RESP_Q004_H,TX_RESP_Q004_G,Classe-IDEB
214,26034310,4.0,1.0,1.0,0.0,10.0,0.0,15.0,1.0,1.0,6.0,6.0,1.0,0.0,3.0,1.0,1.0,Abaixo da média
215,26034328,1.0,0.0,0.0,3.0,7.0,0.0,12.0,1.0,1.0,6.0,10.0,1.0,5.0,7.0,4.0,2.0,Abaixo da média
216,26034336,21.0,7.0,14.0,5.0,45.0,0.0,42.0,0.0,0.0,7.0,9.0,1.0,2.0,6.0,0.0,2.0,Acima da média
217,26034352,21.0,8.0,20.0,6.0,42.0,1.0,46.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,Acima da média
218,26034360,0.0,1.0,0.0,2.0,13.0,0.0,29.0,0.0,1.0,5.0,4.0,1.0,0.0,2.0,2.0,3.0,Abaixo da média
219,26034425,0.0,1.0,2.0,1.0,15.0,0.0,16.0,0.0,0.0,8.0,10.0,1.0,0.0,4.0,3.0,2.0,Abaixo da média
220,26034441,31.0,16.0,25.0,10.0,57.0,1.0,70.0,0.0,0.0,10.0,17.0,1.0,3.0,7.0,1.0,3.0,Abaixo da média
221,26034476,11.0,4.0,11.0,4.0,29.0,0.0,41.0,1.0,1.0,6.0,13.0,1.0,3.0,8.0,4.0,0.0,Acima da média
222,26034832,3.0,2.0,1.0,2.0,6.0,0.0,16.0,1.0,1.0,4.0,4.0,1.0,0.0,3.0,0.0,0.0,Abaixo da média
223,26035049,8.0,4.0,9.0,5.0,37.0,0.0,44.0,0.0,1.0,11.0,6.0,1.0,3.0,3.0,1.0,1.0,Abaixo da média
224,26035111,3.0,1.0,4.0,1.0,8.0,1.0,12.0,0.0,0.0,4.0,3.0,1.0,1.0,5.0,0.0,0.0,Acima da média
225,26035138,0.0,0.0,1.0,0.0,3.0,0.0,7.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,Abaixo da média
226,26035146,21.0,10.0,23.0,16.0,73.0,0.0,68.0,0.0,1.0,12.0,19.0,1.0,6.0,10.0,8.0,4.0,Abaixo da média
227,26035251,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Acima da média
228,26035340,0.0,1.0,3.0,0.0,14.0,0.0,17.0,0.0,0.0,2.0,7.0,1.0,3.0,4.0,4.0,1.0,Abaixo da média
229,26035367,2.0,0.0,5.0,2.0,9.0,0.0,14.0,1.0,1.0,6.0,18.0,1.0,4.0,7.0,6.0,2.0,Abaixo da média
230,26035502,1.0,1.0,1.0,2.0,12.0,0.0,17.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,Abaixo da média
231,26035553,23.0,12.0,27.0,6.0,58.0,1.0,52.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,Acima da média
232,26035561,6.0,6.0,11.0,5.0,29.0,0.0,41.0,0.0,1.0,2.0,16.0,1.0,1.0,7.0,1.0,4.0,Abaixo da média
233,26035600,6.0,4.0,8.0,2.0,31.0,1.0,38.0,0.0,0.0,4.0,7.0,1.0,0.0,3.0,0.0,0.0,Acima da média
